Empresa;Ação;P/L;P/VP;DY;ROE;Valor;Valor Alvo;Volume
PNVL4;DIMED ;33.35;2.48;-;7,45%;18,62;0,00
BRGE8;CONSÓRCIO ALFA DE ADMINISTRAÇÃO ;16.4;1.07;1,00%;6,50%;9,95;0,00
IDVL4;BANCO INDUSVAL ;-1.26;1.16;-;-91,76%;2,67;0,00
OSXB3;OSX BRASIL ;-0.04;0;-;-6,00%;4,75;0,00
STTR3;STARA ;0;0;-;32,11%;0,00;0,00
LUXM3;TREVISA ;0.16;0.02;-;9,70%;0,33;0,00
BMIN3;BANCO MERCANTIL DE INVESTIMENTOS ;9.68;0.69;-;7,14%;19,07;0,00
STTR3;STARA ;0;0;-;32,11%;0,00;0,00
MMAQ3;MINASMAQUINAS ;0;0;-;17,62%;0,00;0,00
NAFG3;NADIR FIGUEIREDO ;11.8;2.74;-;23,24%;64,37;0,00
BLUT3;BLUE TECH SOLUTIONS ;-11.05;0.91;-;-8,26%;5,14;0,00
CORR4;CORREA RIBEIRO ;0;0;-;126,66%;0,98;0,00
RPAD6;ALFA HOLDINGS ;8.16;0.51;0,01%;6,22%;6,40;0,00
OGXP3;ÓLEO E GÁS PARTICIPAÇÕES ;0;0;-;-45,53%;0,00;0,00
CAMB4;CAMBUCI ;3.84;1.43;0,70%;37,25%;6,30;0,00
IGTI4;JEREISSATI ;167.44;3.02;1,58%;1,80%;9,94;0,00
VSPT4;FERROVIA CENTROATLÂNTICA S.A. ;-0.22;0.27;-;-122,98%;3,58;0,00
QVQP3B;524 PARTICIPAÇÕES ;-341.42;779.46;-;-228,30%;0,03;0,00
HETA4;HERCULES ;0.01;-0.01;-;-58,46%;5,80;0,00
MRSA5B;MRS LOGÍSTICA ;9.98;1.62;-;16,25%;27,00;0,00
AHEB3;SÃO PAULO TURISMO ;2.87;26.07;-;908,71%;22,10;0,00
CTNM3;COTEMINAS ;-1.02;0.51;-;-49,82%;10,22;0,00
ESTR3;ESTRELA ;-0.32;-0.03;-;-9,71%;20,22;0,00
MSPA4;MELHORAMENTOS ;-51.36;0.31;0,15%;-0,61%;40,00;0,00
PTCA3;PRATICA KLIMAQUIP ;0;0;-;24,83%;0,00;0,00
JOPA4;JOSAPAR ;12.73;0.64;2,64%;5,00%;34,21;0,00
MRSA6B;MRS LOGÍSTICA ;8.13;1.32;-;16,25%;22,00;0,00
BRGE5;CONSÓRCIO ALFA DE ADMINISTRAÇÃO ;18.64;1.21;2,82%;6,50%;11,31;0,00
CRDE3;CR2 Empreendimentos ;-6.02;0.39;-;-6,55%;14,80;0,00
CTKA4;KARSTEN ;11.49;-0.48;-;-4,16%;11,20;0,00
PCBU3;PACAEMBU CONSTRUTORA ;;;-;-;0,00;0,00
CEDO4;CEDRO TÊXTIL ;-3.9;0.61;-;-15,63%;7,97;0,00
DTCY3;DTCOM ;155.19;-116.96;-;-75,36%;5,80;0,00
NEMO6;SUZANO HOLDING ;0;0;-;47,41%;0,00;0,00
MODL4;Modal Mais ;-26.3;1.6;0,80%;-6,10%;2,72;0,00
MSRO3;MAESTRO LOCADORA DE VEICULOS S.A ;1610.14;262.32;-;16,29%;702,50;0,00
RIOS3;Rio Alto ;;;-;-;0,00;0,00
CEED4;CEEED ;-8.48;-0.76;-;-8,94%;30,00;0,00
GENT3;LG Informática ;;;-;-;;0,00
FBMC4;FIBAM ;0;0;-;-24,18%;0,00;0,00
BAHI3;BAHEMA ;-1.03;2.1;-;-204,49%;8,81;0,00
MSPA3;MELHORAMENTOS ;-59.31;0.36;0,12%;-0,61%;46,19;0,00
ALTF3;Althaia ;;;-;-;;0,00
PPAR3;POLPAR S.A. ;5.55;0.43;-;7,80%;244,77;0,00
BPAT33;BANCO PATAGONIA ;6.98;0.66;-;9,46%;44,05;0,00
ADHM3;ADVANCED DIGITAL HEALTH ;-4.09;-1.29;-;-31,45%;1,56;0,00
HOOT3;HOTÉIS OTHON ;0.3;-0.47;-;-156,24%;5,00;0,00
CALI3;CONSTRUTORA ADOLPHO LINDENBERG ;3.29;1.49;4,02%;45,23%;11,11;0,00
CFLP3;CFL ;;;-;-;;0,00
MERC3;MERCANTIL DO BRASIL FINANCEIRA ;-58.49;1.08;-;-1,85%;15,11;0,00
FLEX3;FLEX RELACIONAMENTOS INTELIGENTES ;0;0;-;-107,37%;0,00;0,00
PTCA11;PRATICA KLIMAQUIP ;0;0;-;24,83%;0,00;0,00
CREM3;CREMER ;0;0;-;7,50%;0,00;0,00
BOBR3;BOMBRIL ;3.94;-1.9;-;-48,40%;1,00;0,00
GBIO33;BIOTOSCANA ;-14.97;1.32;-;-8,83%;10,40;0,00
BRBI3;BR PARTNERS ;0;0;-;17,42%;0,00;0,00
BRGE7;CONSÓRCIO ALFA DE ADMINISTRAÇÃO ;15.31;1;1,50%;6,50%;9,29;0,00
AHEB6;SÃO PAULO TURISMO ;2.73;24.77;-;908,71%;21,00;0,00
MAPT3;CEMEPE ;-236.01;-4.47;-;-1,90%;30,05;0,00
SPRT3B;LONGDIS ;-2717.31;-93.02;-;-3,42%;76,40;0,00
GUAR4;GUARARAPES CONFECÇÕES ;0;0;-;-0,86%;0,00;0,00
DTCY4;DTCOM ;2970.09;-2238.33;-;-75,36%;111,00;0,00
BRBI4;BR PARTNERS ;0;0;-;17,42%;0,00;0,00
CNSY3;CINESYSTEM ;-80.54;-23.55;-;-29,24%;30,22;0,00
BRGE6;CONSÓRCIO ALFA DE ADMINISTRAÇÃO ;15.57;1.01;2,52%;6,50%;9,45;0,00
BAHI3;BAHEMA ;-1.03;2.1;-;-204,49%;8,81;0,00
APTI3;SIDERURGICA J. L. ALIPERTI ;-3.1;0.39;-;-12,63%;4.258,97;0,00
SNSY5;SANSUY ;-0.08;-0.01;-;-17,13%;3,28;0,00
PINE3;BANCO PINE ;21.17;1.7;-;8,02%;8,21;0,00
FBMC4;FIBAM ;0;0;-;-24,18%;0,00;0,00
GENT3;LG Informática ;;;-;-;;0,00
MSPA3;MELHORAMENTOS ;-59.31;0.36;0,12%;-0,61%;46,19;0,00
FTRT3B;FUTURETEL ;0;0;-;-0,95%;0,00;0,00
RPAD5;ALFA HOLDINGS ;9.06;0.56;-;6,22%;7,10;0,00
FNCN3;FINANSINOS ;3.14;0.95;-;30,35%;14,25;0,00
CTKA3;KARSTEN ;22.02;-0.92;-;-4,16%;21,46;0,00
BFFT3;Bluefit ;;;-;-;;0,00
ENMA6B;CEMAR ;20.38;3.82;-;18,74%;83,99;0,00
TOYB3;TEC TOY ;-43.85;-4.97;-;-11,33%;2,29;0,00
HCAR3;Hospital Care ;;;-;-;0,00;0,00
AHEB5;SÃO PAULO TURISMO ;2.4;21.82;-;908,71%;18,50;0,00
TEKA3;TEKA ;-0.03;-0;-;-8,03%;8,23;0,00
LIQO3;LIQ PARTICIPAÇÕES ;;;-;-;1,47;0,00
TOYB4;TEC TOY ;-47.87;-5.43;-;-11,33%;2,50;0,00
MTIG4;METALGRÁFICA IGUAÇU ;-0.27;0.01;-;-2,91%;23,00;0,00
ELFA3;ELFA ;;;-;-;;0,00
ELEK3;ELEKEIROZ ;24.46;2.66;-;10,87%;19,11;0,00
BFRE11;BRAZILIAN FINANCE E REAL ESTATE ;0;0;-;8,03%;0,00;0,00
MAPT4;CEMEPE ;-53.56;-1.02;-;-1,90%;6,82;0,00
BDLL3;BARDELLA ;0.31;-0.17;-;-53,69%;12,98;0,00
MGEL3;MANGELS ;2.31;30.67;-;1.325,60%;74,10;0,00
HETA3;HERCULES ;0.24;-0.14;-;-58,46%;96,00;0,00
CTSA8;SANTANENSE ;0;0;-;1,98%;0,00;0,00
BFRE12;BRAZILIAN FINANCE E REAL ESTATE ;0;0;-;8,03%;0,00;0,00
EMCC3;EMCCAMP ;;;-;-;;0,00
MWET3;WETZEL ;0.89;-3.26;-;-366,40%;13,28;0,00
ICBR3;Intercement ;-;-;-;-;0,00;0,00
SNSY6;SANSUY ;-0.28;-0.05;-;-17,13%;11,51;0,00
FTRT3B;FUTURETEL ;0;0;-;-0,95%;0,00;0,00
RPAD5;ALFA HOLDINGS ;9.06;0.56;-;6,22%;7,10;0,00
FNCN3;FINANSINOS ;3.14;0.95;-;30,35%;14,25;0,00
BFFT3;Bluefit ;;;-;-;;0,00
ENMA6B;CEMAR ;20.38;3.82;-;18,74%;83,99;0,00
ECPR4;ENCORPAR ;-9.93;1.22;-;-12,28%;90,74;0,00
TOYB3;TEC TOY ;-43.85;-4.97;-;-11,33%;2,29;0,00
HCAR3;Hospital Care ;;;-;-;0,00;0,00
AHEB5;SÃO PAULO TURISMO ;2.4;21.82;-;908,71%;18,50;0,00
